exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Physics,1989,"The electrochemical equivalent of silver is 0.0012g/
C. If 36.0g of silver is to be deposited by electrolysis
on a surface by passing a steady current for 5.0
minutes, the current must be",6 000 A,100 A,10 A,1 A,,,
JAMB,Physics,1989,"The figure above shows a conductor PQ carrying
a current I in the direction shown. At a particular
position near the conductor is a compass needle
K. Neglecting the earth’s magnetic field, the
compass needle will",Settle in any direction,"Settle in a fixed direction only if
conductor PQ is a magnetic material","Settle in a fixed direction whether
conductor PQ is a magnetic material or
not",Be stationary.,,,
JAMB,Physics,1989,"A radioactive substance has a half-life of 2 years.
If the initial mass is 40g, which of the following
rows correctly gives the mass of substance left at
the times stated?
2Years
3year
4Years
5Years
A
20g
10g
B
30g
20g
10g
0g
C
30g
20g
15g
D
20g
10g
0g",,,,,,,
JAMB,Physics,1989,"When a radiation strikes a metal surface, electrons
may be ejected from the metal. The maximum kinetic
energy which may be acquired by an ejected
electron depends on the",Intensity of the radiation,Source of the radiation,Wavelength of the radiation,Detection device for the electron.,,,
JAMB,Physics,1989,"Which of the following is TRUE of the particles
emitted in radioactive disintegration?","The alpha particle is the helium nucleus 3
2H","The alpha particle is lighter than the beta
particle","The alpha particle is deflected more than
the beta particle in a magnetic field","The beta particle is deflected more than
alpha particle in a magnetic field.",,,
JAMB,Physics,1989,"Eight alpha decays and six beta decays necessary
before an atom of 23
9
8
2U achieves stability. The
final product in the chain has an atomic number of",70,78,82,90.,,,
JAMB,Physics,1989,"A beam of radiation is passed between a pair of
charged plates indicated in the diagram above.
Beam P is undeflected while Q is deflected to the
left. P and Q respectively could be
I.
Alpharays
Betta-rays
II
x-rays
Betta-rays
III.
gammarays
Alpha-rays
IV
x-rays
Alpharays.",I only,III only,I and II,III and IV.,,,
JAMB,Physics,1990,. What is the reading of the vernier scale above?,1.88 cm,1.80 cm,1.28 cm,1.97 mm,,,
JAMB,Physics,1990,Which of the following is a fundamental unit?,Newton,Watt,Joule,Second,,,
JAMB,Physics,1990,"Two horizontal forces, 10N and 8N and another
force F, inclined at 300 to the vertical acting as
shown in the diagram above, keep the body P in
equilibrium. The weight of the body is","2 3 N
3",3 N,"4 3 N
3",2 3 N,,,
JAMB,Physics,1990,"A car moving with a speed of 90km h was brought
uniformly to rest by the application of the brakes
in 10s. How far did the car travel after the brakes
were applied?",125 m,150 m,250 m,15 km,,,
JAMB,Physics,1990,"A particle of mass M which is at rest splits up into
two. If the mass and velocity of one of the particles
are m and v respectively, calculate the velocity of
the second particle.",mv . M,"Mv .
M - m","Mv .
M + m","mv .
M - m",,,
JAMB,Physics,1990,"What is the average velocity of the sprinter whose
velocity-time graph is shown in the figure above?",85.0m s-1,17.0m s-1,8.5m s-1,1.7m s-1,,,
JAMB,Physics,1990,"Which of the following statements are correct
about an object in equilibrium under parallel forces?
I
The total clockwise moments of the
forces about any point equals the total
anticlockwise moments about the same
point.
II
The total forces in one direction equals
the total forces in the opposite direction
III
The resolved components along the x-
axis equals the resolved component along
the y-axis.",I and II only,I and III only,II and III only,"I, II and III.",,,
JAMB,Physics,1990,"X 2m Y 5N A force of 5N acts at a point Y on a rod XYZ as
shown in the diagram above. If XY is 2m, what is
the moment of the force about point X?",0Nm,3Nm,7Nm,10Nm.,,,
JAMB,Physics,1990,"To keep a vehicle moving at a constant speed v,
requires power P, from the engine. The force
provided by the engine is",P,"1/2v
v",pv,"p/v2 D.
P
V2",,,
JAMB,Physics,1990,"A stone of mass m kg is held h meters above the
floor for 50s. The work done in joules over the
period is",mh,mgh,mgh/50,0,,,
JAMB,Physics,1990,"A body of mass 10kg rests on a rough inclined
plane whose angle of tilt è is variable. is gradually
increased until the body starts to slide down the
plane at 300. The coefficient of limiting friction
between the body and the plane is",0.30,0.50,0.58,0.87.,,,
JAMB,Physics,1990,An inclined plane which makes an angle of 300 with the horizontal has a velocity ratio of,2,1,0.866,0.50.,,,
JAMB,Physics,1990,"What is the length of the liquid column in a
barometer tube that would support an atmospheric
pressure of 102000 Nm-2 if the density of the liquid
is 2600 kgm-3? [g = 10 ms-2].",0.75m,0.76m,3.92m,39.23m.,,,
JAMB,Physics,1990,"40cm3 of liquid is mixed with 60m3 of another liquid
Q. If the density of P and Q are 1.00kg m3 and 1.6kg
m3 respectively, what is the density of the mixture?",0.05 kg m-3,1.25 kg m-3,1.30 kg m-3,1.36 kg m-3,,,
JAMB,Physics,1990,"The resistances of a platinum wire at the ice and
steam points are 0.75 ohm and 1.05 ohm
respectively. Determine the temperature at which
the resistance of the wire is 0.90 ohm",43.00C,50.00C,69.90C,87.00C,,,
JAMB,Physics,1990,"A bar of initial length l0 is heated through a
temperature change Ä t to a new length l. The
linear expansivity, á, of the bar is","l – l0 .
l Ä t","l – l0 .
l0 Ä t",l0 (1 + Ät),"l – l0 .
l (1 + Ät)",,,
JAMB,Physics,1990,"The pressure of a gas when cooled at constant
volume will decrease because the molecules","Collide less frequently with the walls of
the container.",Have the same average kinetic energy,Break up into smaller molecules,Decrease in number.,,,
JAMB,Physics,1990,"1kg of copper is transferred quickly from boiling
water to a block of ice. Calculate the mass of ice
melted, neglecting heat loss.",60g,67g,120g,133g,,,
JAMB,Physics,1990,"Which of the following conditions will make water
boil at a temperature of 1000C when the atmospheric
pressure is 750mm Hg?",Increase the external pressure,Reduce the external pressure,Heat more rapidly at the same pressure.,Reduce the external pressure by a quarter.,,,
JAMB,Physics,1990,"Which of the following statements are correct?
I
Land and sea breezes are natural
convection currents.
II
Convection may occur in liquids or gases
but not in solids.
III
The vacuum in thermos flask prevents
heat loss due to convection only.",I and II only,II and III only,I and III only,"I, II and III.",,,
JAMB,Physics,1990,"A light wave of frequency 5 x 1014 Hz moves
through water which has a refractive index of 4/3.
Calculate the wavelength in water if the velocity
of light in air is 3 x 108 ms-1",4.5 x 10-7m,6.0 x 10-7m,1.7 x 10-6m,2.2 x 10-6m,,,
JAMB,Physics,1990,"A wave disturbance traveling in air enters a medium
in which its velocity is less than that in air. Which
of the following statements is true about the wave
in the medium?","Both the frequency of the wave and the
wavelength are decreased.","The frequency of the wave is decreased
while the wavelength is increased.","The frequency of the wave is unaltered
while the wavelength is decreased.","The frequency of the wave is decreased
while the wavelength is unaltered.",,,
JAMB,Physics,1990,Shadows and eclipse result from the,Refraction of light,Rectilinear propagation of light,Defraction of light,Reflection of light,,,
JAMB,Physics,1990,"An object which is 3cm high is placed vertically
10cm in front of a concave mirror. If this object
produces an image 40cm from the mirror, the height
of the image is",0.75 cm,4.00 cm,8.00 cm,12.00 cm,,,
JAMB,Physics,1990,"A boy looks at the image of an object in a plane
mirror. He observes two images, a main bright one
and the other faint. The observed images result
from",Reflection only,Refraction only,Diffraction and interference,Reflection and infraction.,,,
JAMB,Physics,1990,"Which of the following diagrams correctly illustrates
the path of a ray light through a glass prism?",,,,,,,
JAMB,Physics,1990,"What must be the distance between an object
and a converging lens of focal length 20cm to
produce an erect image two times the object
height?",20cm,15cm,10cm,5cm,,,
JAMB,Physics,1990,"Which of the following correctly represents the
diagram for locating the image P of an object O in
a lens if F is the focal point of the lens?",I and II only,II and III only,III and Iv only,I and Iv only,,,
JAMB,Physics,1990,"For a short sighted person, light rays from a point
on a very distant object is focused",In front of the retina,On the retina by a converging lens,Behind the retina by a diverging lens,"In front of the retina a distance 2F from
the lens.",,,
JAMB,Physics,1990,"When light is incident on an object which is
magenta in colour, which of the following colours
be absorbed?",Red and blue,Green only,Red and green,Red only.,,,
JAMB,Physics,1990,"In a resonance tube experiment, the effective length
of the air column for the first resonance is 20cm
when set into vibration by a tuning fork of
frequency 480 Hz. Neglecting end effect, the
velocity of sound in air is",106 Hz,213 Hz,318 Hz,425 Hz,,,
JAMB,Physics,1990,"An organ pipe closed at one end is 80cm long.
Determine the frequency of the fundamental note
assuming that the speed of sound in air is 340ms-1.",5.1N,7.1N,14.0N,19.6N,,,
JAMB,Physics,1990,"One of the properties of the earth’s magnetic field
is that the",North pole lies in the northern hemisphere,"Geographic and magnetic meridians
coincide","Earth’s magnetic flux is entirely horizontal
at a place where the magnetic vertical dip
is zero.","Earth’s magnetic flux is entirely vertical
at a place where the magnetic dip is zero.",,,
JAMB,Physics,1990,"Which of the following statements are true of an
insulated charged body carrying a positive charge?
I
It contains excess positive charges
II
It creates an electric field
III
It possesses potential energy
IV
It carries electric current.",I and IV only,I and II only,"I, II and II only","I, II, III and IV.",,,
JAMB,Physics,1990,Which of the following is a vector?,Electric charge,Electric field,Electric potential difference,Electric capacitance.,,,
JAMB,Physics,1990,"Three cells each of e.m.f. 1.5V and an internal
resistance of 1.0 Ohms are connected in parallel
across a load resistance at 2.67 Ohms. Calculate
the current in the load?",0.26A,0.41A,0.50A,0.79A.,,,
JAMB,Physics,1990,"When a known standard resistor of 2.0 Ohms is
connected to the 0.0cm end of a meter bridge the
balance point is found to be 55.0cm. what is the
value of the unknown resistor?",1.10 Ohms,1.64 Ohms,2.44 Ohms,27.50 Ohms,,,
JAMB,Physics,1990,"The total energy required to send a unit positive
charge round a complete electrical circuit is the",Kinetic energy,Potential difference,Electromotive force,Electrical energy,,,
JAMB,Physics,1990,"Which of the following graphs of current against
voltage illustrates Ohm’s law?
v
v I
I v
v I
I",,,,,,,
JAMB,Physics,1990,"Which of the following is an essential physical
property of the wires used for making fuses?",Low density,High thermal conductivity,Low electrical resistivity,Low melting point.,,,
JAMB,Physics,1990,"Which of the following is most suitable for
protecting the circuit of a 2000W electric iron
connected to a 250V mains?",13A,8A,5A,3A,,,
JAMB,Physics,1990,"Electrical power is transmitted at a high voltage
rather than low voltage because the amount of
energy loss is reduced due to",Heat dissipation,Production of eddy currents,Excessive current discharged,Excessive voltage discharged.,,,
JAMB,Physics,1990,"A lamp is rated 240V, 60W. The resistance of the
filament is",960 Ohms,16 Ohms,15Ohms,4 Ohms,,,
JAMB,Physics,1990,"A 0 – 10 mA galvanometer with a coil resistance of
30 Ohms can be converted to a 0 –10A ammeter by
using",0.03 ohms series resistor,0.03 ohms shunt resistor,9.99 ohms shunt resistor,9.99 ohms series resistor,,,
JAMB,Physics,1990,"The number of neutrons contained in the nucleus
of 32
9
8
2U is",92,146,238,330,,,
JAMB,Physics,1990,"What precaution should a manufacturer take to
ensure that energy loss in a transformer is
minimized?","The winding of the transformer should
be made of high resistance wires.","The core should be made of thin sheets
of metal.","No magnetic material should be used to
make the core.","The flux linking the primary with the
secondary coils should be minimum.",,,
JAMB,Physics,1990,"A substance has a half life of 3 min. after 6 min, the
count rate was observed to be 400. What was its
count rate at zero time?",200,1 200,1 600,2 400,,,
JAMB,Physics,1990,"Which of the following graphs represents a voltage
current characteristics curve for a diode?",,,,,,,
JAMB,Physics,1990,The photocell works on the principle of the,Voltaic cell,"Emission of electrons by incident
radiation","Emission of protons by incident
electrons.",,,,
JAMB,Physics,1991,"D.
Photographic plate. 1.
Which of the following is the most suitable for use
as an altimeter?",A mercury barometer,A fortin barometer,A mercury manometer,An aneroid barometer.,,,
JAMB,Physics,1991,"A body of weight W N rests on a smooth plane
inclined at an angle Q0 to the horizontal. What is
the resolved part of the weight in newtons along
the plane?",W sin Q,W cosQ,W secQ,W tanQ,,,
